Wall time,Step,Value
1714309273.7044756,19,1.2603000402450562
1714309303.4972653,48,0.9596999883651733
1714309318.2612386,63,0.8095999956130981
1714309318.4126415,64,1.1013000011444092
1714309336.6608934,90,0.7541000247001648
1714309351.8993576,104,0.8048999905586243
1714309352.5059655,108,0.5940999984741211
1714309368.5649016,129,0.651199996471405
1714309398.108645,165,0.454800009727478
1714309399.9477415,173,0.6614999771118164
1714309415.3825269,192,0.5830000042915344
1714309428.9659097,204,0.3765999972820282
1714309446.3953664,230,0.5550000071525574
1714309461.2504601,245,0.5565999746322632
1714309465.2957888,260,0.3312000036239624
1714309492.516715,283,0.28299999237060547
1714309492.971906,286,0.4350999891757965
1714309512.4584641,317,0.3452000021934509
1714309513.7923093,320,0.4169999957084656
1714309556.973679,367,0.3330000042915344
1714309572.9895027,387,0.4521999955177307
1714309587.8555224,403,0.23899999260902405
1714309592.3326454,416,0.2475000023841858
1714309609.2321482,438,0.2393999993801117
1714309622.3309426,447,0.24879999458789825
1714309636.7649643,466,0.3075000047683716
1714309639.567353,476,0.19269999861717224
1714309651.9666748,482,0.25699999928474426
1714309669.4398353,511,0.14339999854564667
1714309685.7395582,534,0.3709999918937683
1714309686.723194,539,0.44909998774528503
1714309698.4695323,541,0.4027999937534332
1714309702.775453,557,0.30959999561309814
1714309715.3161483,563,0.32170000672340393
1714309733.995408,595,0.25940001010894775
1714309734.6172168,597,0.20630000531673431
1714309767.4443789,638,0.2167000025510788
1714309779.9237397,644,0.2567000091075897
1714309780.0752397,645,0.2125999927520752
1714309783.0437975,659,0.26109999418258667
1714309797.805149,676,0.22020000219345093
1714309841.996385,722,0.22220000624656677
1714309876.6997542,765,0.20810000598430634
1714309880.262285,776,0.2533999979496002
1714309909.3707557,805,0.18150000274181366
1714309945.101626,858,0.350600004196167
1714309958.1496973,867,0.17900000512599945
1714309973.8255088,887,0.12950000166893005
1714310020.094753,943,0.133200004696846
1714310054.2586207,1000,0.4828000068664551
1714310069.7081125,1016,0.13220000267028809
1714310082.321041,1023,0.1696999967098236
1714310082.927016,1027,0.3797999918460846
1714310087.4937055,1038,0.08980000019073486
1714310102.241123,1057,0.15279999375343323
1714310116.488651,1072,0.1956000030040741
1714310117.3988328,1078,0.14830000698566437
1714310133.843578,1099,0.07159999758005142
1714310147.140375,1110,0.2578999996185303
1714310147.4419377,1112,0.2054000049829483
1714310162.9762669,1126,0.17839999496936798
1714310164.6656504,1133,0.13619999587535858
1714310180.480633,1152,0.1972000002861023
1714310180.6325166,1153,0.13179999589920044
1714310194.2648852,1165,0.10809999704360962
1714310196.5118797,1175,0.15860000252723694
1714310196.9314988,1177,0.12280000001192093
1714310209.6641428,1185,0.22370000183582306
1714310229.3146346,1219,0.18320000171661377
1714310259.2259855,1253,0.13379999995231628
1714310259.529595,1255,0.2071000039577484
1714310261.1527066,1258,0.13449999690055847
1714310273.3099983,1262,0.20829999446868896
1714310274.2197618,1268,0.24269999563694
1714310275.6336374,1272,0.10970000177621841
1714310320.1488829,1326,0.12860000133514404
1714310335.709561,1346,0.17790000140666962
1714310353.303813,1376,0.17270000278949738
1714310354.467877,1377,0.1956000030040741
1714310387.2485878,1418,0.10849999636411667
1714310419.2523012,1458,0.13770000636577606
1714310419.4040802,1459,0.06390000134706497
1714310452.8811839,1495,0.11999999731779099
1714310466.8477044,1503,0.12269999831914902
1714310468.0623152,1511,0.14470000565052032
1714310469.4909172,1514,0.40220001339912415
1714310499.5152507,1549,0.3953000009059906
1714310500.0609832,1552,0.12099999934434891
1714310514.2712028,1566,0.2624000012874603
1714310514.7272382,1569,0.16599999368190765
1714310529.3173723,1586,0.23119999468326569
1714310531.385411,1597,0.12099999934434891
1714310560.7281644,1628,0.22470000386238098
1714310562.7904844,1636,0.13079999387264252
1714310592.5371494,1671,0.18629999458789825
1714310607.61458,1686,0.15600000321865082
1714310622.910182,1703,0.10599999874830246
1714310623.2130413,1705,0.2214999943971634
1714310625.060476,1712,0.08889999985694885
1714310673.0556622,1778,0.14190000295639038
1714310733.6503065,1848,0.09359999746084213
1714310748.3914697,1861,0.060499999672174454
1714310749.4545481,1868,0.13979999721050262
1714310768.5004864,1900,0.10379999876022339
1714310780.4860756,1903,0.07530000060796738
1714310781.5482073,1910,0.1915999948978424
1714310811.8197844,1941,0.11739999800920486
1714310812.5785687,1946,0.09210000187158585
1714310827.1106925,1961,0.12479999661445618
1714310827.2678761,1962,0.07689999788999557
1714310833.6067736,1980,0.05460000038146973
1714310910.537598,2071,0.07050000131130219
1714310912.553087,2080,0.13950000703334808
1714310925.6698267,2090,0.21119999885559082
1714310941.0967906,2101,0.13269999623298645
1714311020.5354207,2210,0.062199998646974564
1714311041.5590973,2240,0.16930000483989716
1714311105.1666918,2320,0.09700000286102295
1714311136.172762,2360,0.0877000018954277
1714311166.483112,2395,0.07339999824762344
1714311198.0407124,2437,0.14869999885559082
1714311210.4093068,2442,0.12219999730587006
1714311214.2533312,2455,0.15459999442100525
1714311227.341386,2463,0.06870000064373016
1714311227.795991,2466,0.08250000327825546
1714311244.2100384,2486,0.07729999721050262
1714311258.7966604,2504,0.10050000250339508
1714311261.3532348,2518,0.08330000191926956
1714311261.6566849,2520,0.09650000184774399
1714311275.9623735,2531,0.07750000059604645
1714311311.5107732,2578,0.08919999748468399
1714311311.6624153,2579,0.05869999900460243
1714311328.841093,2600,0.07039999961853027
1714311357.5317352,2628,0.07509999722242355
1714311359.9662113,2636,0.09200000017881393
1714311373.9876285,2644,0.04410000145435333
1714311408.8226423,2685,0.07670000195503235
1714311410.56622,2694,0.07479999959468842
1714311424.7719285,2709,0.10140000283718109
1714311427.9333706,2718,0.11969999969005585
1714311442.7179875,2735,0.07410000264644623
1714311444.6718197,2740,0.0957999974489212
1714311456.4214275,2741,0.09449999779462814
1714311459.1999002,2754,0.08139999955892563
1714311459.351202,2755,0.12680000066757202
1714311459.502602,2756,0.09260000288486481
1714311473.459434,2766,0.1185000017285347
1714311473.9146307,2769,0.11150000244379044
1714311490.2809324,2786,0.06880000233650208
1714311508.2550359,2813,0.20579999685287476
1714311525.1888142,2835,0.0966000035405159
1714311538.354502,2845,0.07590000331401825
1714311554.4048102,2862,0.05510000139474869
1714311554.5565763,2863,0.09790000319480896
1714311601.2136414,2922,0.029999999329447746
1714311618.0543206,2953,0.09449999779462814
1714311618.509671,2956,0.24619999527931213
1714311631.777217,2963,0.07829999923706055
1714311635.4453444,2974,0.07079999893903732
1714311684.4957254,3035,0.10719999670982361
1714311698.0023293,3048,0.1031000018119812
1714311727.7383466,3084,0.05090000107884407
1714311727.889917,3085,0.10760000348091125
1714311744.5342867,3104,0.07599999755620956
1714311744.686342,3105,0.10220000147819519
1714311744.837759,3106,0.07519999891519547
1714311748.3696012,3120,0.05999999865889549
1714311760.1609552,3121,0.06549999862909317
1714311760.3123567,3122,0.09589999914169312
1714311776.3975332,3146,0.06849999725818634
1714311794.2462435,3174,0.07859999686479568
1714311809.5392797,3193,0.07490000128746033
1714311810.867672,3200,0.09769999980926514
1714311826.2253277,3218,0.12540000677108765
1714311838.5546703,3221,0.09030000120401382
1714311855.9430847,3242,0.05939999967813492
1714311871.7052214,3266,0.09740000218153
1714311872.1597178,3269,0.05290000140666962
1714311902.7001119,3307,0.10890000313520432
1714311935.1879728,3341,0.04690000042319298
1714311938.0454135,3357,0.03500000014901161
1714311967.2851093,3386,0.09269999712705612
1714311982.3245153,3405,0.05770000070333481
1714312028.9687347,3462,0.056299999356269836
1714312045.6586473,3484,0.07940000295639038
1714312045.8105881,3485,0.05900000035762787
1714312047.3318315,3492,0.06400000303983688
1714312060.525703,3501,0.07100000232458115
1714312076.910877,3527,0.06040000170469284
1714312109.202939,3567,0.06499999761581421
1714312109.6583595,3570,0.06560000032186508
1714312111.819014,3577,0.07760000228881836
1714312141.6937175,3601,0.07699999958276749
1714312143.6724632,3614,0.08030000329017639
1714312144.2369928,3615,0.03799999877810478
1714312146.0094347,3617,0.0803999975323677
1714312176.2237155,3655,0.08110000193119049
1714312176.694557,3658,0.10379999876022339
1714312176.9987917,3660,0.05310000106692314
1714312189.0678492,3662,0.09380000084638596
1714312189.522721,3665,0.12700000405311584
1714312190.129917,3669,0.09309999644756317
1714312191.303551,3672,0.08860000222921371
1714312206.5922732,3691,0.1054999977350235
1714312224.7000153,3713,0.05979999899864197
1714312228.0130563,3718,0.05999999865889549
1714312272.3294728,3762,0.07100000232458115
1714312288.2442672,3783,0.08810000121593475
1714312336.7984393,3849,0.05719999969005585
1714312337.1018972,3851,0.09709999710321426
1714312351.6145105,3870,0.06800000369548798
1714312381.1601484,3903,0.07900000363588333
1714312382.5275786,3912,0.05050000175833702
1714312383.171672,3916,0.10220000147819519
1714312396.8000224,3922,0.04830000177025795
1714312399.172178,3934,0.07580000162124634
1714312400.2754276,3937,0.05429999902844429
1714312430.1822722,3976,0.06279999762773514
1714312443.422772,3982,0.08139999955892563
1714312462.5278678,4013,0.06270000338554382
1714312462.8312302,4015,0.06750000268220901
1714312475.8648343,4024,0.07760000228881836
1714312478.0350842,4035,0.06610000133514404
1714312490.619183,4041,0.059300001710653305
1714312491.6860144,4048,0.08240000158548355
1714312524.6386356,4085,0.04740000143647194
1714312542.8516004,4110,0.06379999965429306
1714312544.4927418,4116,0.06889999657869339
1714312557.4114013,4122,0.06360000371932983
1714312557.8658588,4125,0.10029999911785126
1714312574.3283167,4147,0.09099999815225601
1714312606.0835695,4182,0.05260000005364418
1714312607.7528465,4193,0.05920000001788139
1714312640.6193638,4228,0.04969999939203262
1714312656.8441474,4250,0.07150000333786011
1714312659.7767663,4258,0.08269999921321869
1714312707.464092,4319,0.05649999901652336
1714312720.660166,4329,0.07989999651908875
1714312770.3640935,4396,0.07620000094175339
1714312813.6775258,4444,0.05590000003576279
1714312816.602671,4455,0.05779999867081642
1714312830.9995253,4467,0.06300000101327896
1714312879.3173203,4526,0.05939999967813492
1714312881.5537539,4536,0.06700000166893005
1714312882.712444,4540,0.04690000042319298
1714312911.1504061,4565,0.05640000104904175
1714312940.8910139,4610,0.04500000178813934
1714312941.470758,4613,0.07460000365972519
1714312972.2581995,4650,0.0568000003695488
1714312975.7650554,4660,0.07859999686479568
1714313004.9920442,4687,0.05570000037550926
1714313007.1849484,4691,0.042100001126527786
1714313007.7832136,4693,0.052299998700618744
1714313008.7875507,4699,0.05660000070929527
1714313021.7650433,4708,0.03790000081062317
1714313037.6483588,4731,0.05310000106692314
1714313039.2361577,4738,0.07320000231266022
1714313056.2023456,4760,0.07069999724626541
1714313072.3807974,4777,0.07000000029802322
1714313072.6138365,4778,0.04969999939203262
1714313101.728008,4808,0.1324000060558319
1714313119.6166832,4831,0.08340000361204147
1714313120.3111625,4833,0.057100001722574234
1714313121.3585713,4836,0.09210000187158585
1714313121.5105944,4837,0.06030000001192093
1714313134.896901,4845,0.03689999878406525
1714313165.1750648,4883,0.07689999788999557
1714313168.2411222,4896,0.06030000001192093
1714313183.039728,4911,0.0560000017285347
1714313198.4447918,4930,0.03539999946951866
1714313212.9451349,4941,0.039500001817941666
1714313214.5904133,4950,0.05700000002980232
1714313245.2356124,4981,0.05620000138878822
1714313246.9913797,4992,0.04520000144839287
1714313293.3660517,5048,0.05790000036358833
1714313311.9153078,5067,0.06539999693632126
1714313315.0204487,5080,0.05139999836683273
1714313327.9946725,5089,0.03420000150799751
1714313328.2981806,5091,0.04800000041723251
1714313359.1581857,5133,0.06260000169277191
1714313360.256305,5137,0.04989999905228615
1714313372.7912655,5141,0.059700001031160355
1714313374.4667451,5152,0.06840000301599503
1714313375.0428917,5155,0.034299999475479126
1714313375.406289,5156,0.04690000042319298
1714313404.9872937,5188,0.10170000046491623
1714313420.8254793,5201,0.046300001442432404
1714313424.3383162,5219,0.053300000727176666
1714313437.1246758,5226,0.050999999046325684
1714313439.099234,5239,0.019600000232458115
1714313453.1699886,5254,0.12600000202655792
1714313467.0161517,5263,0.04479999840259552
1714313467.4706953,5266,0.04470000043511391
1714313485.5362163,5296,0.06019999831914902
1714313502.7806873,5320,0.04399999976158142
1714313514.8745372,5323,0.04899999871850014
1714313515.1757803,5325,0.03869999945163727
1714313515.7819872,5329,0.0877000018954277
1714313548.3662045,5363,0.042100001126527786
1714313550.028155,5371,0.05270000174641609
1714313565.330348,5394,0.06909999996423721
1714313579.0220594,5404,0.05590000003576279
1714313611.3140411,5446,0.06960000097751617
1714313613.4876134,5455,0.07000000029802322
1714313614.3746486,5460,0.04879999905824661
1714313659.6320684,5505,0.11349999904632568
1714313660.3901541,5510,0.06650000065565109
1714313675.3298864,5522,0.03750000149011612
1714313708.5942025,5568,0.05920000001788139
1714313789.4124403,5668,0.053599998354911804
1714313838.010491,5731,0.06650000065565109
1714313856.7074885,5759,0.039799999445676804
1714313885.0231662,5782,0.04520000144839287
1714313919.2245271,5833,0.05959999933838844
1714313948.2782545,5867,0.04019999876618385
1714313952.258285,5880,0.05420000106096268
1714314013.6360452,5949,0.05400000140070915
1714314015.2050867,5957,0.07259999960660934
1714314029.1518197,5965,0.048700001090765
1714314044.299666,5982,0.06310000270605087
1714314048.7163172,5998,0.039000000804662704
1714314063.4394314,6010,0.04729999974370003
1714314094.4090817,6046,0.039799999445676804
1714314095.623904,6054,0.044199999421834946
1714314113.7883382,6079,0.0640999972820282
1714314143.6246688,6112,0.041200000792741776
1714314144.453246,6114,0.0575999990105629
1714314160.1056457,6134,0.028599999845027924
1714314161.6025105,6139,0.04309999942779541
1714314173.9288325,6141,0.052400000393390656
1714314174.2346032,6143,0.05290000140666962
1714314190.7560928,6169,0.05590000003576279
1714314239.5646522,6226,0.04390000179409981
1714314254.5873888,6244,0.03480000048875809
1714314273.227557,6280,0.0568000003695488
1714314285.1707418,6282,0.05310000106692314
1714314300.6956296,6301,0.03739999979734421
1714314320.6142728,6333,0.030300000682473183
1714314321.7488778,6335,0.049300000071525574
1714314338.9418685,6359,0.04859999939799309
1714314339.0932848,6360,0.039000000804662704
1714314351.5448945,6365,0.022099999710917473
1714314353.2547786,6370,0.04569999873638153
1714314416.256196,6444,0.030300000682473183
1714314434.2737007,6474,0.03709999844431877
1714314450.0683935,6492,0.039000000804662704
1714314480.5444236,6529,0.04390000179409981
1714314481.0003407,6532,0.035999998450279236
1714314495.6982803,6547,0.041099999099969864
1714314496.7183645,6552,0.05480000004172325
1714314510.440431,6565,0.0544000007212162
1714314511.595785,6570,0.03519999980926514
1714314526.5494728,6586,0.03799999877810478
1714314527.3077276,6591,0.03880000114440918
1714314528.6979964,6596,0.0575999990105629
1714314530.477257,6600,0.035599999129772186
1714314545.2325065,6616,0.06759999692440033
1714314575.533658,6650,0.035100001841783524
1714314592.0839384,6674,0.05050000175833702
1714314637.6352322,6721,0.025299999862909317
1714314640.5641432,6731,0.05770000070333481
1714314641.709411,6735,0.024900000542402267
1714314656.8609285,6751,0.04230000078678131
1714314670.8504243,6762,0.04500000178813934
1714314687.4171512,6786,0.02879999950528145
1714314702.921654,6803,0.03400000184774399
1714314717.9908602,6822,0.025800000876188278
1714314733.918562,6843,0.03819999843835831
1714314735.1338944,6851,0.04039999842643738
1714314737.0605557,6860,0.09889999777078629
1714314752.1962302,6876,0.039000000804662704
1714314783.7400804,6917,0.035599999129772186
1714314784.4480133,6920,0.07609999924898148
1714314798.4134853,6931,0.03020000085234642
1714314799.4804924,6938,0.04430000111460686
1714314832.2157152,6976,0.04670000076293945
1714314846.4517577,6992,0.06239999830722809
1714314847.453635,6997,0.10559999942779541
1714314848.8870308,6999,0.040800001472234726
1714314864.333886,7019,0.05119999870657921
1714314877.4378204,7030,0.049800001084804535
1714314897.4752345,7055,0.05299999937415123
1714314945.7255816,7118,0.041200000792741776
1714314957.885097,7121,0.03779999911785126
1714314958.796405,7127,0.029500000178813934
1714314989.302144,7165,0.0421999990940094
1714314992.9576411,7179,0.032099999487400055
1714315004.8906412,7181,0.033399999141693115
1714315020.6882114,7208,0.04749999940395355
1714315035.8797913,7226,0.14980000257492065
1714315054.5507445,7254,0.039500001817941666
1714315071.1037428,7275,0.04410000145435333
1714315099.9579105,7309,0.04390000179409981
1714315117.0393949,7335,0.05770000070333481
1714315118.4259355,7339,0.0560000017285347
1714315133.4379008,7354,0.0406000018119812
1714315148.8613558,7368,0.045899998396635056
1714315197.1167014,7425,0.041099999099969864
1714315200.154344,7436,0.042399998754262924
1714315200.305813,7437,0.040800001472234726
1714315229.9549036,7465,0.03819999843835831
1714315230.5617068,7469,0.06270000338554382
1714315231.3681164,7471,0.03319999948143959
1714315245.0093863,7483,0.040800001472234726
1714315262.3338702,7507,0.03620000183582306
1714315265.5298705,7519,0.04170000180602074
1714315278.4780223,7527,0.03590000048279762
1714315279.38828,7533,0.03370000049471855
1714315293.451172,7544,0.06530000269412994
1714315294.6660795,7552,0.03709999844431877
1714315295.816299,7554,0.054999999701976776
1714315328.809149,7594,0.04650000110268593
1714315342.2205358,7603,0.04960000142455101
1714315342.5235755,7605,0.02710000053048134
1714315342.9791749,7608,0.0333000011742115
1714315362.0253317,7639,0.04390000179409981
1714315374.620013,7645,0.04659999907016754
1714315389.6079772,7661,0.03180000185966492
1714315437.9884365,7728,0.04149999842047691
1714315438.4437404,7731,0.039900001138448715
1714315455.4065363,7757,0.03889999911189079
1714315467.8476639,7762,0.033900000154972076
1714315488.065458,7795,0.03920000046491623
1714315488.21683,7796,0.05530000105500221
1714315515.651962,7822,0.02930000051856041
1714315518.9953861,7839,0.04670000076293945
1714315531.8650932,7843,0.03689999878406525
1714315533.0796075,7851,0.052799999713897705
1714315534.4770193,7856,0.06880000233650208
1714315534.6286328,7857,0.03099999949336052
1714315547.2502687,7863,0.05000000074505806
1714315564.6498497,7883,0.04309999942779541
1714315568.4276981,7896,0.06300000101327896
1714315580.7171977,7902,0.0414000004529953
1714315597.52536,7927,0.04320000112056732
1714315598.3012803,7930,0.06419999897480011
1714315644.3995264,7987,0.04259999841451645
1714315679.0629432,8033,0.0272000003606081
1714315694.3528812,8047,0.04580000042915344
1714315696.173888,8055,0.031099999323487282
1714315713.1547081,8079,0.035999998450279236
1714315728.6555588,8097,0.03099999949336052
1714315758.9248383,8123,0.040300000458955765
1714315776.2951543,8145,0.0414000004529953
1714315792.1988122,8164,0.028200000524520874
1714315792.4459488,8165,0.03350000083446503
1714315813.3105798,8193,0.027499999850988388
1714315830.0068548,8217,0.02710000053048134
1714315843.6713097,8230,0.033900000154972076
1714315861.3143964,8256,0.05939999967813492
1714315877.3415902,8278,0.022299999371170998
1714315890.0598795,8284,0.04540000110864639
1714315891.8250809,8292,0.04360000044107437
1714315892.909442,8297,0.029999999329447746
1714315940.3506174,8353,0.03449999913573265
1714315954.7577038,8364,0.03480000048875809
1714315957.8733065,8378,0.02810000069439411
1714315973.6389136,8398,0.05090000107884407
1714315988.5560985,8412,0.03269999846816063
1714315989.6205597,8417,0.027300000190734863
1714316052.9652987,8492,0.03319999948143959
1714316067.086592,8505,0.04340000078082085
1714316083.9615557,8522,0.037300001829862595
1714316085.3241205,8531,0.04670000076293945
1714316102.6222608,8549,0.04820000007748604
1714316103.6688201,8555,0.04690000042319298
1714316116.545469,8564,0.04699999839067459
1714316151.6620615,8619,0.02889999933540821
1714316163.7506664,8621,0.058400001376867294
1714316164.8116624,8628,0.04670000076293945
1714316182.4955318,8660,0.03500000014901161
1714316194.5957055,8664,0.023600000888109207
1714316215.3591828,8695,0.03759999945759773
1714316228.983522,8701,0.042399998754262924
1714316231.721498,8719,0.03319999948143959
1714316244.5624707,8725,0.0357000008225441
1714316262.7803004,8753,0.046799998730421066
1714316263.0835426,8755,0.04740000143647194
1714316278.8254654,8777,0.02810000069439411
1714316279.2534745,8779,0.03999999910593033
1714316292.8609679,8789,0.03480000048875809
1714316295.4375746,8800,0.028300000354647636
1714316323.8730705,8824,0.03700000047683716
1714316325.7373717,8834,0.03880000114440918
1714316355.5783336,8866,0.03819999843835831
1714316356.3376396,8871,0.03999999910593033
1714316358.3930986,8878,0.051600001752376556
1714316372.5974808,8889,0.03579999879002571
1714316373.58218,8895,0.03720000013709068
1714316392.105544,8918,0.0421999990940094
1714316404.4158075,8922,0.039000000804662704
1714316453.1152246,8986,0.041600000113248825
1714316453.8779523,8991,0.028699999675154686
1714316470.5117223,9007,0.03680000081658363
1714316489.033489,9034,0.027000000700354576
1714316503.4814255,9050,0.03880000114440918
1714316506.768938,9059,0.03269999846816063
1714316521.0726225,9071,0.04050000011920929
1714316553.4528005,9118,0.03830000013113022
1714316565.824724,9122,0.022299999371170998
1714316584.0954344,9153,0.045899998396635056
1714316614.4815078,9191,0.03590000048279762
1714316628.1322668,9204,0.0608999989926815
1714316629.4974353,9213,0.030300000682473183
1714316644.321708,9223,0.03889999911189079
1714316644.9283836,9227,0.03759999945759773
1714316661.8042707,9253,0.029600000008940697
1714316697.0060794,9292,0.02979999966919422
1714316710.9972494,9304,0.03579999879002571
1714316711.3002498,9306,0.027899999171495438
1714316713.1623333,9313,0.03269999846816063
1714316727.607932,9328,0.03590000048279762
1714316729.8349175,9337,0.0340999998152256
1714316742.8368988,9346,0.03060000017285347
1714316745.9371953,9360,0.04050000011920929
1714316758.3246198,9366,0.03579999879002571
1714316761.0441573,9373,0.06300000101327896
1714316761.8041756,9378,0.032999999821186066
1714316776.4484427,9388,0.0421999990940094
1714316825.171072,9442,0.039799999445676804
1714316825.4739115,9444,0.04529999941587448
1714316828.231169,9457,0.03460000082850456
1714316857.0372992,9489,0.03830000013113022
1714316857.341089,9491,0.03830000013113022
1714316891.8269072,9539,0.04149999842047691
1714316905.075091,9548,0.031199999153614044
1714316908.1640344,9557,0.025499999523162842
1714316921.5488942,9567,0.05040000006556511
